INSERT INTO `Exercise_Log` (`Account_No`,`Reps`,`Sets`,`Time`,`Exercise_ID`) VALUES
    (1400,5,1,"2015-12-02 17:13:03",3),
    (1298,6,1,"2015-12-02 17:13:03",3),
    (1239,8,1,"2015-12-02 17:13:03",3),
    (1239,8,1,"2015-12-02 17:13:03",3),
    (1238,8,1,"2015-12-02 17:13:03",3),
    (1298,10,1,"2015-12-02 17:13:03",2),
    (1237,10,1,"2015-12-02 17:13:03",2),
    (1237,10,1,"2015-12-02 17:13:03",2),
    (1298,10,1,"2015-12-02 17:13:03",22),
    (1238,10,1,"2015-12-02 17:13:03",22),
    (1391,8,1,"2015-12-02 17:13:03",1),
    (1239,5,1,"2015-12-02 17:13:03",1),
    (1391,5,1,"2015-12-02 17:13:03",1),
    (1400,6,1,"2015-12-02 17:13:03",1),
    (1391,8,1,"2015-12-02 17:13:03",1),
    (1697,8,1,"2015-12-02 17:13:03",1),
    (1300,8,1,"2015-12-02 17:13:03",1),
    (1391,10,1,"2015-12-02 17:13:03",2),
    (1400,10,1,"2015-12-02 17:13:03",2),
    (1300,10,1,"2015-12-02 17:13:03",2),
    (1298,10,1,"2015-12-02 17:13:03",24),
    (1300,10,1,"2015-12-02 17:13:03",24),
    (1300,6,1,"2015-12-02 17:35:51",4),
    (1300,8,1,"2015-12-02 17:35:51",4),
    (1300,8,1,"2015-12-02 17:35:51",4),
    (1235,8,1,"2015-12-02 17:35:51",4),
    (1298,8,1,"2015-12-02 17:35:51",4),
    (1300,8,1,"2015-12-02 17:35:51",4),
    (1298,6,1,"2015-12-02 17:35:51",4),
    (1400,6,1,"2015-12-02 17:35:51",4),
    (1300,6,1,"2015-12-02 17:35:51",7),
    (1400,8,1,"2015-12-02 17:35:51",7),
    (1391,8,1,"2015-12-02 17:35:51",7),
    (1239,8,1,"2015-12-02 17:35:51",7),
    (1298,8,1,"2015-12-02 17:35:51",7),
    (1401,8,1,"2015-12-02 17:35:51",7),
    (1298,6,1,"2015-12-02 17:35:51",7),
    (1238,6,1,"2015-12-02 17:35:51",7),
    (1300,14,1,"2015-12-04 14:01:58",10),
    (1400,13,1,"2015-12-04 14:01:58",10),
    (1300,12,1,"2015-12-04 14:01:58",10),
    (1391,9,1,"2015-12-04 14:01:58",10),
    (1239,12,1,"2015-12-04 14:01:58",31),
    (1401,12,1,"2015-12-04 14:01:58",31),
    (1300,12,1,"2015-12-04 14:01:58",31),
    (1238,9,1,"2015-12-04 14:01:58",11),
    (1235,14,1,"2015-12-04 14:01:58",13),
    (1401,15,1,"2015-12-04 14:01:58",13),
    (1300,12,1,"2015-12-04 14:01:58",13),
    (1238,12,1,"2015-12-04 14:01:58",27),
    (1401,12,1,"2015-12-04 14:01:58",27),
    (1391,14,1,"2015-12-04 14:01:58",27),
    (1298,14,1,"2015-12-04 14:01:58",10),
    (1400,13,1,"2015-12-04 14:01:58",10),
    (1239,12,1,"2015-12-04 14:01:58",10),
    (1239,9,1,"2015-12-04 14:01:58",10),
    (1238,12,1,"2015-12-04 14:01:58",31),
    (1239,12,1,"2015-12-04 14:01:58",31),
    (1298,12,1,"2015-12-04 14:01:58",31),
    (1300,9,1,"2015-12-04 14:01:58",11),
    (1238,14,1,"2015-12-04 14:01:58",13),
    (1401,15,1,"2015-12-04 14:01:58",13),
    (1239,12,1,"2015-12-04 14:01:58",13),
    (1238,12,1,"2015-12-04 14:01:58",25),
    (1238,12,1,"2015-12-04 14:01:58",25),
    (1400,14,1,"2015-12-04 14:01:58",25),
    (1239,8,1,"2015-12-06 10:53:19",3),
    (1391,5,1,"2015-12-06 10:53:19",3),
    (1391,6,1,"2015-12-06 10:53:19",3),
    (1400,6,1,"2015-12-06 10:53:19",3),
    (1239,6,1,"2015-12-06 10:53:19",3),
    (1239,6,1,"2015-12-06 10:53:19",3),
    (1300,6,1,"2015-12-06 10:53:19",3),
    (1238,12,1,"2015-12-06 10:53:19",3),
    (1300,12,1,"2015-12-06 10:53:19",18),
    (1400,10,1,"2015-12-06 10:53:19",18),
    (1238,10,1,"2015-12-06 10:53:19",18),
    (1400,10,1,"2015-12-06 10:53:19",2),
    (1400,8,1,"2015-12-06 10:53:19",1),
    (1391,5,1,"2015-12-06 10:53:19",1),
    (1300,6,1,"2015-12-06 10:53:19",1),
    (1300,6,1,"2015-12-06 10:53:19",1),
    (1391,6,1,"2015-12-06 10:53:19",1),
    (123,6,1,"2015-12-06 10:53:19",1),
    (1235,6,1,"2015-12-06 10:53:19",1),
    (1239,12,1,"2015-12-06 10:53:19",1),
    (1239,12,1,"2015-12-06 10:53:19",19),
    (1239,10,1,"2015-12-06 10:53:19",19),
    (1391,10,1,"2015-12-06 10:53:19",19),
    (1239,10,1,"2015-12-06 10:53:19",2),
    (1239,6,1,"2015-12-07 19:37:54",4),
    (1300,6,1,"2015-12-07 19:37:54",4),
    (1300,6,1,"2015-12-07 19:37:54",4),
    (1239,6,1,"2015-12-07 19:37:54",4),
    (1391,6,1,"2015-12-07 19:37:54",4),
    (1298,6,1,"2015-12-07 19:37:54",4),
    (1239,6,1,"2015-12-07 19:37:54",4),
    (1298,6,1,"2015-12-07 19:37:54",4),
    (1238,10,1,"2015-12-07 19:37:54",6),
    (1300,10,1,"2015-12-07 19:37:54",6),
    (1401,10,1,"2015-12-07 19:37:54",6),
    (123,10,1,"2015-12-07 19:37:54",5),
    (1298,10,1,"2015-12-07 19:37:54",5),
    (1238,10,1,"2015-12-07 19:37:54",5),
    (1238,6,1,"2015-12-07 19:37:54",7),
    (1400,6,1,"2015-12-07 19:37:54",7),
    (1238,6,1,"2015-12-07 19:37:54",7),
    (1298,6,1,"2015-12-07 19:37:54",7),
    (1298,6,1,"2015-12-07 19:37:54",7),
    (1298,6,1,"2015-12-07 19:37:54",7),
    (1391,6,1,"2015-12-07 19:37:54",7),
    (1298,6,1,"2015-12-07 19:37:54",7),
    (1239,10,1,"2015-12-07 19:37:54",9),
    (1298,10,1,"2015-12-07 19:37:54",9),
    (1239,10,1,"2015-12-07 19:37:54",9),
    (1298,10,1,"2015-12-07 19:37:54",8),
    (1298,10,1,"2015-12-07 19:37:54",8),
    (1391,10,1,"2015-12-07 19:37:54",8),
    (1391,8,1,"2015-12-09 12:44:47",10),
    (1300,8,1,"2015-12-09 12:44:47",10),
    (1239,8,1,"2015-12-09 12:44:47",10),
    (1300,10,1,"2015-12-09 12:44:47",10),
    (1239,10,1,"2015-12-09 12:44:47",10),
    (1400,10,1,"2015-12-09 12:44:47",12),
    (1239,10,1,"2015-12-09 12:44:47",12),
    (1391,10,1,"2015-12-09 12:44:47",11),
    (1239,10,1,"2015-12-09 12:44:47",11),
    (1391,10,1,"2015-12-09 12:44:47",11),
    (1391,12,1,"2015-12-09 12:44:47",25),
    (1239,12,1,"2015-12-09 12:44:47",25),
    (1391,12,1,"2015-12-09 12:44:47",13),
    (1391,12,1,"2015-12-09 12:44:47",13),
    (1238,12,1,"2015-12-09 12:44:47",13),
    (1239,8,1,"2015-12-09 12:44:47",10),
    (1298,8,1,"2015-12-09 12:44:47",10),
    (1298,8,1,"2015-12-09 12:44:47",10),
    (1239,10,1,"2015-12-09 12:44:47",10),
    (1391,10,1,"2015-12-09 12:44:47",10),
    (1298,10,1,"2015-12-09 12:44:47",14),
    (1300,10,1,"2015-12-09 12:44:47",14),
    (1238,12,1,"2015-12-09 12:44:47",27),
    (1238,12,1,"2015-12-09 12:44:47",27),
    (1238,10,1,"2015-12-09 12:44:47",11),
    (1400,10,1,"2015-12-09 12:44:47",11),
    (1238,10,1,"2015-12-09 12:44:47",11),
    (1238,12,1,"2015-12-09 12:44:47",13),
    (1391,12,1,"2015-12-09 12:44:47",13),
    (1298,12,1,"2015-12-09 12:44:47",13),
    (1300,6,1,"2015-12-11 16:21:05",1),
    (1300,6,1,"2015-12-11 16:21:05",1),
    (1238,6,1,"2015-12-11 16:21:05",1),
    (1298,8,1,"2015-12-11 16:21:05",1),
    (1237,8,1,"2015-12-11 16:21:05",1),
    (1300,8,1,"2015-12-11 16:21:05",1),
    (1239,10,1,"2015-12-11 16:21:05",1),
    (1298,8,1,"2015-12-11 16:21:05",1),
    (1239,10,1,"2015-12-11 16:21:05",23),
    (1391,8,1,"2015-12-11 16:21:05",23),
    (1238,10,1,"2015-12-11 16:21:05",23),
    (1239,10,1,"2015-12-11 16:21:05",30),
    (1239,10,1,"2015-12-11 16:21:05",30),
    (1300,6,1,"2015-12-11 16:21:05",3),
    (1298,6,1,"2015-12-11 16:21:05",3),
    (1391,6,1,"2015-12-11 16:21:05",3),
    (1238,8,1,"2015-12-11 16:21:05",3),
    (1238,8,1,"2015-12-11 16:21:05",3),
    (1400,8,1,"2015-12-11 16:21:05",3),
    (1300,10,1,"2015-12-11 16:21:05",3),
    (1400,8,1,"2015-12-11 16:21:05",3),
    (1239,10,1,"2015-12-11 16:21:05",21),
    (1239,8,1,"2015-12-11 16:21:05",21),
    (1235,10,1,"2015-12-11 16:21:05",21),
    (1239,10,1,"2015-12-11 16:21:05",30),
    (1391,10,1,"2015-12-11 16:21:05",30),
    (1237,6,1,"2015-12-12 15:29:38",4),
    (1237,6,1,"2015-12-12 15:29:38",4),
    (1400,6,1,"2015-12-12 15:29:38",4),
    (1300,6,1,"2015-12-12 15:29:38",4),
    (1239,6,1,"2015-12-12 15:29:38",4),
    (1237,6,1,"2015-12-12 15:29:38",4),
    (1298,6,1,"2015-12-12 15:29:38",4),
    (1239,8,1,"2015-12-12 15:29:38",4),
    (1238,12,1,"2015-12-12 15:29:38",32),
    (1298,12,1,"2015-12-12 15:29:38",32),
    (1298,10,1,"2015-12-12 15:29:38",32),
    (1400,6,1,"2015-12-12 15:29:38",7),
    (1238,6,1,"2015-12-12 15:29:38",7),
    (1237,6,1,"2015-12-12 15:29:38",7),
    (1238,6,1,"2015-12-12 15:29:38",7),
    (1235,6,1,"2015-12-12 15:29:38",7),
    (1237,6,1,"2015-12-12 15:29:38",7),
    (1298,6,1,"2015-12-12 15:29:38",7),
    (1391,8,1,"2015-12-12 15:29:38",7),
    (1400,12,1,"2015-12-12 15:29:38",32),
    (1237,12,1,"2015-12-12 15:29:38",32),
    (1239,10,1,"2015-12-12 15:29:38",32),
    (1239,9,1,"2015-12-15 18:28:20",10),
    (1237,9,1,"2015-12-15 18:28:20",10),
    (1391,8,1,"2015-12-15 18:28:20",10),
    (1237,10,1,"2015-12-15 18:28:20",10),
    (1298,8,1,"2015-12-15 18:28:20",10),
    (1238,14,1,"2015-12-15 18:28:20",13),
    (1391,15,1,"2015-12-15 18:28:20",13),
    (1239,15,1,"2015-12-15 18:28:20",13),
    (1237,9,1,"2015-12-15 18:28:20",14),
    (1400,10,1,"2015-12-15 18:28:20",14),
    (1298,10,1,"2015-12-15 18:28:20",14),
    (1237,10,1,"2015-12-15 18:28:20",14),
    (1400,12,1,"2015-12-15 18:28:20",27),
    (1239,12,1,"2015-12-15 18:28:20",27),
    (1237,12,1,"2015-12-15 18:28:20",27),
    (1239,9,1,"2015-12-15 18:28:20",10),
    (1391,9,1,"2015-12-15 18:28:20",10),
    (1300,8,1,"2015-12-15 18:28:20",10),
    (1400,10,1,"2015-12-15 18:28:20",10),
    (1401,8,1,"2015-12-15 18:28:20",10),
    (1298,14,1,"2015-12-15 18:28:20",13),
    (1298,15,1,"2015-12-15 18:28:20",13),
    (1238,15,1,"2015-12-15 18:28:20",13),
    (1298,9,1,"2015-12-15 18:28:20",12),
    (1298,10,1,"2015-12-15 18:28:20",12),
    (1401,10,1,"2015-12-15 18:28:20",12),
    (1239,10,1,"2015-12-15 18:28:20",12),
    (1300,12,1,"2015-12-15 18:28:20",25),
    (1237,12,1,"2015-12-15 18:28:20",25),
    (1300,12,1,"2015-12-15 18:28:20",25),
    (1401,8,1,"2015-12-16 18:08:00",21),
    (1237,8,1,"2015-12-16 18:08:00",21),
    (1239,13,1,"2015-12-16 18:08:00",21),
    (1239,12,1,"2015-12-16 18:08:00",21),
    (1391,12,1,"2015-12-16 18:08:00",21),
    (1239,12,1,"2015-12-16 18:08:00",21),
    (1238,12,1,"2015-12-16 18:08:00",22),
    (1391,12,1,"2015-12-16 18:08:00",22),
    (1300,8,1,"2015-12-16 18:08:00",2),
    (1239,8,1,"2015-12-16 18:08:00",2),
    (1298,8,1,"2015-12-16 18:08:00",2),
    (1237,12,1,"2015-12-16 18:08:00",2),
    (1300,12,1,"2015-12-16 18:08:00",2),
    (1237,10,1,"2015-12-16 18:08:00",2),
    (1237,8,1,"2015-12-16 18:08:00",23),
    (1237,8,1,"2015-12-16 18:08:00",23),
    (1300,13,1,"2015-12-16 18:08:00",23),
    (1300,12,1,"2015-12-16 18:08:00",23),
    (1238,12,1,"2015-12-16 18:08:00",23),
    (1238,12,1,"2015-12-16 18:08:00",23),
    (1235,12,1,"2015-12-16 18:08:00",24),
    (1298,12,1,"2015-12-16 18:08:00",24),
    (1391,8,1,"2015-12-16 18:08:00",2),
    (1298,8,1,"2015-12-16 18:08:00",2),
    (1239,8,1,"2015-12-16 18:08:00",2),
    (1300,12,1,"2015-12-16 18:08:00",2),
    (1237,12,1,"2015-12-16 18:08:00",2),
    (1298,10,1,"2015-12-16 18:08:00",2),
    (1298,6,1,"2015-12-18 17:40:08",7),
    (1239,6,1,"2015-12-18 17:40:08",7),
    (1400,8,1,"2015-12-18 17:40:08",7),
    (1238,8,1,"2015-12-18 17:40:08",7),
    (1238,8,1,"2015-12-18 17:40:08",7),
    (1238,8,1,"2015-12-18 17:40:08",7),
    (1400,8,1,"2015-12-18 17:40:08",7),
    (1300,8,1,"2015-12-18 17:40:08",7),
    (1391,12,1,"2015-12-18 17:40:08",32),
    (1239,12,1,"2015-12-18 17:40:08",32),
    (1391,12,1,"2015-12-18 17:40:08",32),
    (1239,6,1,"2015-12-18 17:40:08",4),
    (1298,6,1,"2015-12-18 17:40:08",4),
    (1300,8,1,"2015-12-18 17:40:08",4),
    (1298,8,1,"2015-12-18 17:40:08",4),
    (1298,8,1,"2015-12-18 17:40:08",4),
    (1300,8,1,"2015-12-18 17:40:08",4),
    (1300,8,1,"2015-12-18 17:40:08",4),
    (1298,8,1,"2015-12-18 17:40:08",4),
    (1298,12,1,"2015-12-18 17:40:08",32),
    (1300,12,1,"2015-12-18 17:40:08",32),
    (1391,12,1,"2015-12-18 17:40:08",32),
    (1238,6,1,"2015-12-20 13:46:49",3),
    (1239,6,1,"2015-12-20 13:46:49",3),
    (1391,8,1,"2015-12-20 13:46:49",3),
    (1391,8,1,"2015-12-20 13:46:49",3),
    (1239,8,1,"2015-12-20 13:46:49",3),
    (1391,12,1,"2015-12-20 13:46:49",3),
    (1391,9,1,"2015-12-20 13:46:49",2),
    (1300,10,1,"2015-12-20 13:46:49",2),
    (1238,10,1,"2015-12-20 13:46:49",2),
    (1238,10,1,"2015-12-20 13:46:49",2),
    (1391,10,1,"2015-12-20 13:46:49",28),
    (1300,10,1,"2015-12-20 13:46:49",28),
    (1298,10,1,"2015-12-20 13:46:49",29),
    (1300,10,1,"2015-12-20 13:46:49",29),
    (1298,10,1,"2015-12-20 13:46:49",29),
    (1239,6,1,"2015-12-20 13:46:49",29),
    (1391,6,1,"2015-12-20 13:46:49",29),
    (1237,6,1,"2015-12-20 13:46:49",29),
    (1239,15,1,"2015-12-20 13:46:49",22),
    (1239,10,1,"2015-12-20 13:46:49",22),
    (1391,10,1,"2015-12-20 13:46:49",22),
    (1300,10,1,"2015-12-20 13:46:49",22),
    (1391,6,1,"2015-12-20 13:46:49",1),
    (1300,6,1,"2015-12-20 13:46:49",1),
    (1300,8,1,"2015-12-20 13:46:49",1),
    (1237,8,1,"2015-12-20 13:46:49",1),
    (1300,8,1,"2015-12-20 13:46:49",1),
    (1300,12,1,"2015-12-20 13:46:49",1),
    (1298,9,1,"2015-12-20 13:46:49",2),
    (1298,10,1,"2015-12-20 13:46:49",2),
    (1697,10,1,"2015-12-20 13:46:49",2),
    (1298,10,1,"2015-12-20 13:46:49",2),
    (1300,10,1,"2015-12-20 13:46:49",28),
    (1298,10,1,"2015-12-20 13:46:49",28),
    (1239,10,1,"2015-12-20 13:46:49",29),
    (1300,10,1,"2015-12-20 13:46:49",29),
    (1391,10,1,"2015-12-20 13:46:49",29),
    (1239,6,1,"2015-12-20 13:46:49",29),
    (1400,6,1,"2015-12-20 13:46:49",29),
    (1239,6,1,"2015-12-20 13:46:49",29),
    (1238,15,1,"2015-12-20 13:46:49",24),
    (1300,10,1,"2015-12-20 13:46:49",24),
    (1300,10,1,"2015-12-20 13:46:49",24),
    (1401,10,1,"2015-12-20 13:46:49",24),
    (1400,9,1,"2015-12-22 17:22:42",10),
    (1237,8,1,"2015-12-22 17:22:42",10),
    (1391,8,1,"2015-12-22 17:22:42",10),
    (1391,8,1,"2015-12-22 17:22:42",10),
    (1298,12,1,"2015-12-22 17:22:42",10),
    (1239,10,1,"2015-12-22 17:22:42",31),
    (1239,10,1,"2015-12-22 17:22:42",31),
    (1391,10,1,"2015-12-22 17:22:42",31),
    (1400,10,1,"2015-12-22 17:22:42",14),
    (1300,12,1,"2015-12-22 17:22:42",14),
    (1391,12,1,"2015-12-22 17:22:42",14),
    (1300,10,1,"2015-12-22 17:22:42",27),
    (1391,10,1,"2015-12-22 17:22:42",27),
    (1239,10,1,"2015-12-22 17:22:42",27),
    (1239,10,1,"2015-12-22 17:22:42",27),
    (1235,12,1,"2015-12-22 17:22:42",13),
    (1239,12,1,"2015-12-22 17:22:42",13),
    (1200,12,1,"2015-12-22 17:22:42",13),
    (1391,9,1,"2015-12-22 17:22:42",10),
    (1391,8,1,"2015-12-22 17:22:42",10),
    (1298,8,1,"2015-12-22 17:22:42",10),
    (1238,8,1,"2015-12-22 17:22:42",10),
    (1300,12,1,"2015-12-22 17:22:42",10),
    (1391,10,1,"2015-12-22 17:22:42",31),
    (1237,10,1,"2015-12-22 17:22:42",31),
    (1300,10,1,"2015-12-22 17:22:42",31),
    (1239,10,1,"2015-12-22 17:22:42",12),
    (1237,12,1,"2015-12-22 17:22:42",12),
    (1238,12,1,"2015-12-22 17:22:42",12),
    (1298,10,1,"2015-12-22 17:22:42",25),
    (1238,10,1,"2015-12-22 17:22:42",25),
    (1239,10,1,"2015-12-22 17:22:42",25),
    (1298,10,1,"2015-12-22 17:22:42",25),
    (1300,12,1,"2015-12-22 17:22:42",13),
    (1391,12,1,"2015-12-22 17:22:42",13),
    (1391,12,1,"2015-12-22 17:22:42",13),
    (1238,5,1,"2015-12-23 17:53:46",7),
    (1237,8,1,"2015-12-23 17:53:46",7),
    (1239,8,1,"2015-12-23 17:53:46",7),
    (1300,8,1,"2015-12-23 17:53:46",7),
    (1239,8,1,"2015-12-23 17:53:46",7),
    (1298,5,1,"2015-12-23 17:53:46",7),
    (1238,9,1,"2015-12-23 17:53:46",7),
    (1391,6,1,"2015-12-23 17:53:46",7),
    (1237,7,1,"2015-12-23 17:53:46",7),
    (1298,5,1,"2015-12-23 17:53:46",7),
    (1298,10,1,"2015-12-23 17:53:46",32),
    (1300,10,1,"2015-12-23 17:53:46",32),
    (1391,10,1,"2015-12-23 17:53:46",32),
    (1238,12,1,"2015-12-23 17:53:46",8),
    (1298,12,1,"2015-12-23 17:53:46",8),
    (1238,12,1,"2015-12-23 17:53:46",8),
    (1391,0,1,"2015-12-23 17:53:46",33),
    (1298,5,1,"2015-12-23 17:53:46",4),
    (1235,8,1,"2015-12-23 17:53:46",4),
    (1300,8,1,"2015-12-23 17:53:46",4),
    (1391,8,1,"2015-12-23 17:53:46",4),
    (1238,8,1,"2015-12-23 17:53:46",4),
    (1298,5,1,"2015-12-23 17:53:46",4),
    (1298,9,1,"2015-12-23 17:53:46",4),
    (1300,6,1,"2015-12-23 17:53:46",4),
    (1238,7,1,"2015-12-23 17:53:46",4),
    (1300,5,1,"2015-12-23 17:53:46",4),
    (1298,10,1,"2015-12-23 17:53:46",32),
    (1391,10,1,"2015-12-23 17:53:46",32),
    (1298,10,1,"2015-12-23 17:53:46",32),
    (1300,12,1,"2015-12-23 17:53:46",5),
    (1300,12,1,"2015-12-23 17:53:46",5),
    (1300,12,1,"2015-12-23 17:53:46",5),
    (1391,0,1,"2015-12-23 17:53:46",33),
    (1235,6,1,"2015-12-24 11:40:14",3),
    (1298,6,1,"2015-12-24 11:40:14",3),
    (1400,8,1,"2015-12-24 11:40:14",3),
    (1200,8,1,"2015-12-24 11:40:14",3),
    (1300,8,1,"2015-12-24 11:40:14",3),
    (1391,9,1,"2015-12-24 11:40:14",3),
    (1298,8,1,"2015-12-24 11:40:14",2),
    (1300,8,1,"2015-12-24 11:40:14",2),
    (1298,12,1,"2015-12-24 11:40:14",2),
    (1300,12,1,"2015-12-24 11:40:14",2),
    (1235,12,1,"2015-12-24 11:40:14",22),
    (1238,12,1,"2015-12-24 11:40:14",22),
    (1391,10,1,"2015-12-24 11:40:14",34),
    (1238,10,1,"2015-12-24 11:40:14",34),
    (1237,10,1,"2015-12-24 11:40:14",34),
    (1300,6,1,"2015-12-24 11:40:14",1),
    (1238,6,1,"2015-12-24 11:40:14",1),
    (1391,8,1,"2015-12-24 11:40:14",1),
    (1239,8,1,"2015-12-24 11:40:14",1),
    (1400,8,1,"2015-12-24 11:40:14",1),
    (1300,9,1,"2015-12-24 11:40:14",1),
    (1238,8,1,"2015-12-24 11:40:14",2),
    (1300,8,1,"2015-12-24 11:40:14",2),
    (1239,12,1,"2015-12-24 11:40:14",2),
    (1391,12,1,"2015-12-24 11:40:14",2),
    (1300,12,1,"2015-12-24 11:40:14",24),
    (1401,12,1,"2015-12-24 11:40:14",24),
    (1300,10,1,"2015-12-24 11:40:14",35),
    (1239,10,1,"2015-12-24 11:40:14",35),
    (1298,10,1,"2015-12-24 11:40:14",35),
    (1300,8,1,"2015-12-26 14:34:33",10),
    (1300,8,1,"2015-12-26 14:34:33",10),
    (1239,8,1,"2015-12-26 14:34:33",10),
    (1239,8,1,"2015-12-26 14:34:33",10),
    (1298,8,1,"2015-12-26 14:34:33",10),
    (1298,8,1,"2015-12-26 14:34:33",10),
    (1400,12,1,"2015-12-26 14:34:33",11),
    (1298,14,1,"2015-12-26 14:34:33",11),
    (1298,10,1,"2015-12-26 14:34:33",11),
    (1300,10,1,"2015-12-26 14:34:33",12),
    (1238,10,1,"2015-12-26 14:34:33",12),
    (1391,10,1,"2015-12-26 14:34:33",12),
    (1298,12,1,"2015-12-26 14:34:33",13),
    (1239,12,1,"2015-12-26 14:34:33",13),
    (1239,12,1,"2015-12-26 14:34:33",13),
    (1300,12,1,"2015-12-26 14:34:33",16),
    (1391,8,1,"2015-12-26 14:34:33",16),
    (1391,8,1,"2015-12-26 14:34:33",10),
    (1235,8,1,"2015-12-26 14:34:33",10),
    (1298,8,1,"2015-12-26 14:34:33",10),
    (1391,8,1,"2015-12-26 14:34:33",10),
    (1298,8,1,"2015-12-26 14:34:33",10),
    (1239,8,1,"2015-12-26 14:34:33",10),
    (1239,12,1,"2015-12-26 14:34:33",11),
    (1298,14,1,"2015-12-26 14:34:33",11),
    (1300,10,1,"2015-12-26 14:34:33",11),
    (1391,10,1,"2015-12-26 14:34:33",14),
    (1238,10,1,"2015-12-26 14:34:33",14),
    (1300,10,1,"2015-12-26 14:34:33",14),
    (1300,12,1,"2015-12-26 14:34:33",13),
    (1237,12,1,"2015-12-26 14:34:33",13),
    (1239,12,1,"2015-12-26 14:34:33",13),
    (1200,12,1,"2015-12-26 14:34:33",15),
    (1298,8,1,"2015-12-26 14:34:33",15),
    (1238,6,1,"2015-12-27 15:07:20",4),
    (1391,6,1,"2015-12-27 15:07:20",4),
    (1300,6,1,"2015-12-27 15:07:20",4),
    (1298,6,1,"2015-12-27 15:07:20",4),
    (1237,6,1,"2015-12-27 15:07:20",4),
    (1239,5,1,"2015-12-27 15:07:20",4),
    (1298,5,1,"2015-12-27 15:07:20",4),
    (1401,6,1,"2015-12-27 15:07:20",4),
    (1238,6,1,"2015-12-27 15:07:20",4),
    (1401,5,1,"2015-12-27 15:07:20",36),
    (1239,5,1,"2015-12-27 15:07:20",36),
    (1239,5,1,"2015-12-27 15:07:20",36),
    (1239,5,1,"2015-12-27 15:07:20",36),
    (1239,5,1,"2015-12-27 15:07:20",36),
    (1237,0,1,"2015-12-27 15:07:20",33),
    (1238,6,1,"2015-12-27 15:07:20",7),
    (1300,6,1,"2015-12-27 15:07:20",7),
    (1300,6,1,"2015-12-27 15:07:20",7),
    (1237,6,1,"2015-12-27 15:07:20",7),
    (1238,6,1,"2015-12-27 15:07:20",7),
    (1391,5,1,"2015-12-27 15:07:20",7),
    (1239,5,1,"2015-12-27 15:07:20",7),
    (1238,6,1,"2015-12-27 15:07:20",7),
    (1238,6,1,"2015-12-27 15:07:20",7),
    (1237,5,1,"2015-12-27 15:07:20",37),
    (1298,5,1,"2015-12-27 15:07:20",37),
    (1238,5,1,"2015-12-27 15:07:20",37),
    (1235,5,1,"2015-12-27 15:07:20",37),
    (1391,5,1,"2015-12-27 15:07:20",37),
    (1697,0,1,"2015-12-27 15:07:20",33),
    (1300,10,1,"2015-12-28 19:05:32",21),
    (1400,10,1,"2015-12-28 19:05:32",21),
    (1239,12,1,"2015-12-28 19:05:32",21),
    (1400,13,1,"2015-12-28 19:05:32",21),
    (1400,12,1,"2015-12-28 19:05:32",21),
    (1391,12,1,"2015-12-28 19:05:32",22),
    (1238,10,1,"2015-12-28 19:05:32",2),
    (1391,10,1,"2015-12-28 19:05:32",2),
    (1298,10,1,"2015-12-28 19:05:32",2),
    (1298,10,1,"2015-12-28 19:05:32",2),
    (1238,10,1,"2015-12-28 19:05:32",34),
    (1391,10,1,"2015-12-28 19:05:32",34),
    (1300,9,1,"2015-12-28 19:05:32",34),
    (1391,10,1,"2015-12-28 19:05:32",23),
    (1401,10,1,"2015-12-28 19:05:32",23),
    (1237,12,1,"2015-12-28 19:05:32",23),
    (1300,13,1,"2015-12-28 19:05:32",23),
    (1400,12,1,"2015-12-28 19:05:32",23),
    (1237,12,1,"2015-12-28 19:05:32",24),
    (1401,10,1,"2015-12-28 19:05:32",2),
    (1239,10,1,"2015-12-28 19:05:32",2),
    (1400,10,1,"2015-12-28 19:05:32",2),
    (1239,10,1,"2015-12-28 19:05:32",2),
    (1300,10,1,"2015-12-28 19:05:32",35),
    (1235,10,1,"2015-12-28 19:05:32",35),
    (1298,9,1,"2015-12-28 19:05:32",35),
    (1298,10,1,"2015-12-31 17:38:40",10),
    (1239,10,1,"2015-12-31 17:38:40",10),
    (1239,10,1,"2015-12-31 17:38:40",10),
    (1300,12,1,"2015-12-31 17:38:40",10),
    (1238,10,1,"2015-12-31 17:38:40",14),
    (1298,10,1,"2015-12-31 17:38:40",14),
    (1238,10,1,"2015-12-31 17:38:40",14),
    (1238,12,1,"2015-12-31 17:38:40",11),
    (1391,12,1,"2015-12-31 17:38:40",11),
    (1238,12,1,"2015-12-31 17:38:40",11),
    (1237,10,1,"2015-12-31 17:38:40",27),
    (1298,10,1,"2015-12-31 17:38:40",27),
    (1235,10,1,"2015-12-31 17:38:40",27),
    (1298,10,1,"2015-12-31 17:38:40",15),
    (1391,10,1,"2015-12-31 17:38:40",15),
    (1298,12,1,"2015-12-31 17:38:40",13),
    (1298,12,1,"2015-12-31 17:38:40",13),
    (1238,12,1,"2015-12-31 17:38:40",13),
    (1298,10,1,"2015-12-31 17:38:40",10),
    (1239,10,1,"2015-12-31 17:38:40",10),
    (1300,10,1,"2015-12-31 17:38:40",10),
    (1239,12,1,"2015-12-31 17:38:40",10),
    (1239,10,1,"2015-12-31 17:38:40",12),
    (1239,10,1,"2015-12-31 17:38:40",12),
    (1239,10,1,"2015-12-31 17:38:40",12),
    (1235,12,1,"2015-12-31 17:38:40",11),
